Title,Floor,Rooms,Living Space,Images,Country,Locality,PostalCode,Region,Street,Latitude,Longitude,Distance Public Transport,hasGarage,Is Minergie General,Is New Building,Extra cost,Gross cost,Net cost,Purchase cost,Description,Url
Studio Apartment in Oerlikon,0,1,30,"https://media2.homegate.ch/listings/x551/3001217518/image/6d9fdb466c8b90a151771abf79f810ab.jpg, https://media2.homegate.ch/listings/x551/3001217518/image/d89f54311c327f8469983194bc33b6cd.jpg, https://media2.homegate.ch/listings/x551/3001217518/image/1fbc506eec2d86e444d64036b23e1992.jpg, https://media2.homegate.ch/listings/x551/3001217518/image/3b5dbc73a9fa64e86ead3f2fc396b319.jpg",CH,Zürich,8050,ZH,Friesstrasse 12,47.4143322,8.5468833,100,,,,,2350,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten Depot- Endreinigung inklusiveAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months deposit- Final cleaning includedThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001217518
Studio Apartment in Oerlikon,4,1,30,"https://media2.homegate.ch/listings/x551/3001525273/image/e1d9513b7f714fc41f02c5f823737cb8.jpg, https://media2.homegate.ch/listings/x551/3001525273/image/646b98eb867c5a0f8b9aa5ed89b3c9e0.jpg, https://media2.homegate.ch/listings/x551/3001525273/image/7e54341c3a2d20b0f0c8505eafabe5a0.jpg, https://media2.homegate.ch/listings/x551/3001525273/image/7cc44ff47b9d9780af995c42e8694c5a.jpg",CH,Zürich,8050,ZH,Friesstrasse 12,47.4143322,8.5468833,100,,,,,2350,,,"- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten Depot- Endreinigung inklusiveAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months deposit- Final cleaning includedThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001525273
1.5 Zimmer Apartment in Oerlikon,,1.5,35,"https://media2.homegate.ch/listings/x551/3001034692/image/a4a9de4eaee4e20ad380c08b4e2f0581.jpg, https://media2.homegate.ch/listings/x551/3001034692/image/0dbf2f43b57f5ce9698dcbbde5cc1c8f.jpg, https://media2.homegate.ch/listings/x551/3001034692/image/44b771ddb95270b90edd4a9c2fc55f05.jpg",CH,Zürich,8050,ZH,Gubelstrasse 64,47.4095456,8.540933599999999,100,,,,,2250,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034692
3.5 Zimmer Wohnung ruhigem Wohnquartier in Oerlikon,1,3.5,65,"https://media2.homegate.ch/listings/hgonif/3002216703/image/68d24aef6818f48b361d87e019ba9009.jpg, https://media2.homegate.ch/listings/hgonif/3002216703/image/0c16d12ab0601a39a1d61e83267328bf.jpg",CH,Zürich,8050,ZH,Langwiesstrasse,47.4109449,8.5367864,,,,,200,2295,2095,,Diese gut erhaltene Altbauwohnung liegt in einem ruhigen Wohnquartier und doch in unmittelbarer Nähe zum Bahnhof und Einkaufsmöglichkeiten. Sie ist ideal geeignet für eine Einzelperson oder ein Paar.Die Wohnung zeichnet sich aus durch:Geräumige Wohn-Küche mit DurchreicheGrosszügiger EingangsbereichWohnzimmer und weiteres Zimmer mit DurchgangLaminat- und Plattenboden1 abgeschlossenes SchlafzimmerBad mit Fenster / BadewanneKellerabteilWaschmaschine im Keller zur Mitbenützung (2 Parteien)Garten zur allgemeinen MitbenützungKein Balkon / Kein Parkplatz,https://www.homegate.ch/mieten/3002216703
1.5 Zimmer Apartment in Oerlikon,,1.5,26,"https://media2.homegate.ch/listings/x551/3001034683/image/ecaf5580eabd2d3f6a8324c24a618d4c.jpg, https://media2.homegate.ch/listings/x551/3001034683/image/174da67ad408e657048c827d63984d8d.jpg, https://media2.homegate.ch/listings/x551/3001034683/image/6d15e94a8805128094b082421aa46e4d.jpg, https://media2.homegate.ch/listings/x551/3001034683/image/18e0d75594708ffb92c334cea64c18b7.jpg",CH,Zürich,8050,ZH,Friesstrasse 16,47.4145029,8.5469001,30,,,,,2250,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034683
Erstvermietung im Zentrum von Oerlikon,7,2.5,,"https://media2.homegate.ch/listings/preaba/3002191874/image/6b57e44f765d80204a16e5c99b4a517e.jpg, https://media2.homegate.ch/listings/preaba/3002191874/image/9f2a545c9e9eeb8b98212097bd46254b.jpg, https://media2.homegate.ch/listings/preaba/3002191874/image/3d5a38c7b597c2c94967d0b41d885c38.jpg, https://media2.homegate.ch/listings/preaba/3002191874/image/a4d1d6e7b9a62ffde9bcc166597ee77a.png",CH,Zürich,8050,ZH,Hofwiesenstrasse 340 (Eckgebäude),47.4102143,8.5419308,,,,,190,2280,2090,,"Nur wenige Schritte vom Bahnhof Oerlikon und vom Einkaufszentrum Neumarkt entfernt, entstehen moderne und attraktive Wohnungen an bester Lage.Diese Merkmale zeichnet die Wohnung (W44) aus:Wohnraum verbunden mit einer offenen KücheBodenbelag aus PlattenGrosse Fensterfronten bieten helle RäumlichkeitenNasszelle mit Dusche/WCseparates KellerabteilPersonen-Liftdieses Objekt hat keinen BalkonZur Mitbenützung:Waschmaschine und TumblerBitte melden Sie sich für eine Besichtigung über das Kontaktformular.",https://www.homegate.ch/mieten/3002191874
1.5 Zimmer Apartment in Oerlikon,,1.5,25,"https://media2.homegate.ch/listings/x551/3001034689/image/d81eab766942ec8f0f8768bfbd5f0abe.jpg, https://media2.homegate.ch/listings/x551/3001034689/image/66986d6398cb94661dfde111ec3672c6.jpg, https://media2.homegate.ch/listings/x551/3001034689/image/751801483c6ec2cb4d48c0d6b0675c4a.jpg, https://media2.homegate.ch/listings/x551/3001034689/image/9c5165ca7ae7b8c4363a67f8c809099f.jpg",CH,Zürich,8050,ZH,Friesstrasse 33,47.415702,8.5461283,30,,,,,2200,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034689
1.5 Zimmer Apartment in Oerlikon,,1.5,25,"https://media2.homegate.ch/listings/x551/3001034688/image/d81eab766942ec8f0f8768bfbd5f0abe.jpg, https://media2.homegate.ch/listings/x551/3001034688/image/66986d6398cb94661dfde111ec3672c6.jpg, https://media2.homegate.ch/listings/x551/3001034688/image/751801483c6ec2cb4d48c0d6b0675c4a.jpg, https://media2.homegate.ch/listings/x551/3001034688/image/9c5165ca7ae7b8c4363a67f8c809099f.jpg",CH,Zürich,8050,ZH,Friesstrasse 33,47.415702,8.5461283,30,,,,,2200,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034688
Studio Apartment in Oerlikon,,1,20,"https://media2.homegate.ch/listings/x551/3001525264/image/f8e7c3338bd40a6232e37885c5119acd.jpg, https://media2.homegate.ch/listings/x551/3001525264/image/a3e6fb4b45be7ab208611a5a1a5def4d.jpg, https://media2.homegate.ch/listings/x551/3001525264/image/0a85ca3b82ad60850ea7e5d4a73eadfe.jpg, https://media2.homegate.ch/listings/x551/3001525264/image/31796cf56429f15eea3a455acd8abcfb.jpg",CH,Zürich,8050,ZH,Binzmühlestrasse 51,47.4137594,8.5446013,30,,,,,2150,,,"All Inclusive- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***All inclusive- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001525264
Studio in Oerlikon,,1,15,"https://media2.homegate.ch/listings/x551/3001034677/image/cd41ad1f921f339fa9cd16d9d2541b7d.jpg, https://media2.homegate.ch/listings/x551/3001034677/image/2edf77af5ba4764db39a88e7ed1aed65.jpg, https://media2.homegate.ch/listings/x551/3001034677/image/0cdaa18e7ca884388356c53ead787e6f.jpg",CH,Zürich,8050,ZH,Friesstrasse 8,47.4140384,8.5469894,100,,,,,1950,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034677
1.5 Zimmer in Oerlikon,,1.5,20,"https://media2.homegate.ch/listings/x551/3001034675/image/970a66b474cbef62e435525fce18ee4f.jpg, https://media2.homegate.ch/listings/x551/3001034675/image/30e83cac7a47e4116957bd899e5d6416.jpg, https://media2.homegate.ch/listings/x551/3001034675/image/e771633f11196012b6ce7c19f6b50d6a.jpg, https://media2.homegate.ch/listings/x551/3001034675/image/92ba408c61924d9b68a1c9fadde5bba2.jpg, https://media2.homegate.ch/listings/x551/3001034675/image/b6792cb2b2f57bb459e9afa455026e53.jpg",CH,Zürich,8050,ZH,Friesstrasse 8,47.4140384,8.5469894,100,,,,,1950,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034675
"""Helle 2-Zimmer-Wohnung mit Balkon ab sofort zu vermieten""",2,2,62,"https://media2.homegate.ch/listings/rid/3001874075/image/74c04ddb1cfb5721a805ac77d8981cd4.jpg, https://media2.homegate.ch/listings/rid/3001874075/image/11cb931da16378a1d830e067c4c45899.jpg, https://media2.homegate.ch/listings/rid/3001874075/image/dc0bbed93931aff970b9e16b0bcd85d6.jpg, https://media2.homegate.ch/listings/rid/3001874075/image/d1730d09109951a65ba01ae30a681dcd.jpg, https://media2.homegate.ch/listings/rid/3001874075/image/018e733cddc01abf440563cf099092ff.jpg",CH,Zürich,8050,ZH,Allenmoosstrasse 141,47.4063798,8.5489921,,,,,230,1930,1700,,"Wir vermieten ab sofort eine 2-Zimmer Wohnung mit Balkon im 2. OG an der Allenmoosstrasse 141, 8050 Zürich.Zur Wohnung gehören ein Keller sowie ein Estrichabteil. Die Waschküche, Trocknungsraum und der Veloraum stehen zur Mitbenutzung zur Verfügung.Unmittelbar in der Nähe befindet sich die Tramhaltestelle „Salersteig“ der Linien 10 und 14 mit welchen der Bahnhof Oerlikon in 8 Minuten erreichbar ist.Keine Haustiere (Katzen/Hunde) erlaubt.Besichtigungstermin (ohne Voranmeldung bei der Verwaltung):Mittwoch, 14. Dezember 2022, 16:00 UhrDas Anmeldeformular erhalten Sie nach der Besichtigung.",https://www.homegate.ch/mieten/3001874075
Moderne Attika-Wohnung an bester Lage,3,1,32,"https://media2.homegate.ch/listings/wstbiz/3002287541/document/658d8f2ed9d1d7810943db68d39f06b7.pdf, https://media2.homegate.ch/listings/wstbiz/3002287541/image/585748c493b623c811f4abacc977123d.jpg, https://media2.homegate.ch/listings/wstbiz/3002287541/image/6b362b55ecd7949c84582586a3813e35.jpg, https://media2.homegate.ch/listings/wstbiz/3002287541/image/c811eb08654b0dbdbc39773be20c22b2.jpg",CH,Zürich,8050,ZH,Dörflistrasse 74,47.4083946,8.5508791,50,True,,True,170,1690,1520,,"Per 1. April 2023 vermieten wir eine moderne 1-Zimmer-Attikawohnung in Zürich Oerlikon.Die Wohnung hat folgenden Ausbaustandard:- Moderne Küche mit Glaskeramik, Backofen, Geschirrspüler und Granitabdeckung- Plattenbeläge in der ganzen Wohnung- Grosszügige Nasszelle mit Dusche- Behindertengerechter Ausbau- Waschmaschine/Trockner/Secomat zur Mitbenützung- KellerabteilDie Liegenschaft befindet sich an hervorragender Lage. Die öffentlichen Verkehrsmittel sowie den Autobahnanschluss erreichen Sie in wenigen Minuten. In Gehdistanz befinden sich der Coop Dorflinde, der Sternen Oerlikon mit einem breiten Angebot an Einkaufsmöglichkeiten und Restaurants sowie das Hallenstadion. Die Sammelbesichtigung findet am Mittwoch, 21. Dezember 2022 von 14.30 - 15.00 Uhr statt. Der Mieter welche die Besichtigung vor Ort durchführt ist Herrn Pfister.Bei Fragen oder Unklarheiten stehen wir Ihnen gerne zur Verfügung.Die Bilder weichen vom Original ab",https://www.homegate.ch/mieten/3002287541
"Lichtdurchflutet, charmant und zentral! Diese Wohnung wartet auf Sie!",0,2,55,"https://media2.homegate.ch/listings/liv2/3002287458/image/4c564d8d7b74e4c9fe41e96af43395e6.jpg, https://media2.homegate.ch/listings/liv2/3002287458/image/321d50ebc356c44c8d938ef78c737ce4.jpg, https://media2.homegate.ch/listings/liv2/3002287458/image/1d8eaa20ed71f7219bb43a13fd37187a.jpg, https://media2.homegate.ch/listings/liv2/3002287458/image/312caf4fa803207e5e587ec38d14dbd6.jpg, https://media2.homegate.ch/listings/liv2/3002287458/image/70459162dee4f21c1023b2cbd883eabc.jpg, https://media2.homegate.ch/listings/liv2/3002287458/image/a43499db042f11436013c0466c4c274e.jpg, https://media2.homegate.ch/listings/liv2/3002287458/document/69471741a256898723edc1d9f0d24eb5.pdf",CH,Zürich,8050,ZH,Dörflistr. 44,47.4060621,8.5504023,210,,,,195,1685,1490,,"Wir vermieten per 01.03.2023, diese gemütliche und schöne 2.0-Zimmerwohnung, welche Ihnen unter anderem folgende Annehmlichkeiten zu bieten hat:- Wohn- und Schlafzimmer mit neuem Parkettboden- Eingangsbereich mit Klinkerboden- Küche mit Plattenherd- und Backofen- WC mit Badewanne- Keller- und Estrichabteil Die Bilder zeigen lediglich den Ausbaustandard und können von der genannten Wohnung abweichen.Einkaufsmöglichkeiten sowie die Tramhaltestelle ""Salersteig"", welche von der Linie 10 und 14 bedient wird, bringt Sie direkt zum Bahnhof Oerlikon und ist in wenigen Gehminuten erreichbar.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht lange und kontaktieren Sie uns direkt im Inserat via ""Besichtigung"", um die Besichtigungsinformationen zu erhalten. Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.",https://www.homegate.ch/mieten/3002287458
Heimelige Wohnung zu vermieten,1,2,44,"https://media2.homegate.ch/listings/liv2/3002275815/image/a5b44042a09b90f713361940a97e6336.jpg, https://media2.homegate.ch/listings/liv2/3002275815/image/7062584fba927c8b3470996e2b7075c5.jpg, https://media2.homegate.ch/listings/liv2/3002275815/image/72539db90b1249bc3e775cc1ab8f1a3b.jpg, https://media2.homegate.ch/listings/liv2/3002275815/image/8d75b75e7ccf150048f3e40a677ef1e0.jpg, https://media2.homegate.ch/listings/liv2/3002275815/image/26224956d9f483b16585efd4c60a5ced.jpg, https://media2.homegate.ch/listings/liv2/3002275815/image/1d487cd7b04870d45c22eb7dd47b41c2.jpg",CH,Zürich,8050,ZH,Eisfeldstrasse 16,47.4151591,8.547559000000001,,,,,150,1810,1660,,"Wir vermieten diese gemütliche Wohnung an sehr zentraler Wohnlage in Oerlikon, welche Ihnen die folgenden Annehmlichkeiten bietet:- Boden-/Deckenheizung in allen Räumen- Wohnzimmer mit Parkettboden- Schlafzimmer mit Teppichboden- Küche mit PVC-Boden- mit Elektroherd- kein Geschirrspüler- Bad/WC- Korridor mit Wandschrank- Balkon- Estrich- und Kellerabteil- kein Parkplatz verfügbarLeider stehen uns derzeit weder Innenfotos noch ein Grundrissplan zur Verfügung.In nur 9 Gehminuten erreichen Sie den Bahnhof Oerlikon mit sehr guten Verbindungen in alle Richtungen.Zahlreiche Dienstleister, Einkaufsmöglichkeiten, Restaurants und Bars befinden sich ebenfalls in unmittelbarer Nähe. Es wird Ihnen an nichts fehlen.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht lange und kontaktieren Sie uns direkt im Inserat via ""Besichtigung"", um die Besichtigungsinformationen zu erhalten.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.",https://www.homegate.ch/mieten/3002275815
Wohnen in der Stadtoase,1,3.5,99,"https://media2.homegate.ch/listings/pfi/3002263845/document/cdda53a3a5e05dd5abc7e29c0872d398.pdf, https://media2.homegate.ch/listings/pfi/3002263845/image/9b2e97e36e8a10941c043cb0a70335b3.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/4319754c7eb56cc105fbf41a2ef5ffc2.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/61f2cd8ffdbeeebdf0f646fda15798b1.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/71103cc4d2d5874e4ec13c42370d239f.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/ca68592103cc0ed5072ccdc26a21d784.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/64a75731258758436b50e200086857e1.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/78dbd0a6373b6c0a11ca385dc7160081.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/7d914aa5dfd7fe717cc82403bbf3ced1.jpg, https://media2.homegate.ch/listings/pfi/3002263845/image/6f73e6e9f437d49a5eb92ba61585f2d6.jpg",CH,Zürich,8050,ZH,Tramstrasse 68,47.4080124,8.553660599999999,,,,,200,3700,3500,,"Wollten Sie schon immer in der Stadt wohnen und trotzdem Grünes sehen.Dann sind Sie an der Tramstrasse 68 richtig.Wir bieten Ihnen eine neu ausgebaute 3 1/2-Zimmer-wohnung in einem kleinen 3-Familienhaus ohne Lift.Moderne, gut ausgebaute Küche mit Kochinsel, grosses Wohn-Esszimmer mit Balkon, 2 Schlafzimmer mit Einbauschränken und 2 vollwertige Nasszellen (WM-Anschlüsse vorhanden).Modernes Erdsondenheizsystem und Photovoltaikanlage.",https://www.homegate.ch/mieten/3002263845
